"YearStart","LocationAbbr","LocationDesc","Topic","Question","Stratification1","Lon","Lat"
2010,"HI","Hawaii","Chronic Obstructive Pulmonary Disease","Emergency department visit rate for chronic obstructive pulmonary disease as any diagnosis","American Indian or Alaska Native",-157.857749403,21.3048504350004
2019,"AK","Alaska","Arthritis","Arthritis among adults aged >= 18 years who have heart disease","Overall",-147.722059036,64.8450799570005
2017,"GA","Georgia","Chronic Obstructive Pulmonary Disease","Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease","Hispanic",-83.6275803459997,32.8396810930005
2011,"NH","New Hampshire","Cardiovascular Disease","Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke","Other, non-Hispanic",-71.5003609199997,43.6559501130005
2013,"SC","South Carolina","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","American Indian or Alaska Native",-81.0453712069997,33.9988213030005
2010,"NV","Nevada","Cardiovascular Disease","Mortality from cerebrovascular disease (stroke)","Hispanic",-117.071840564,39.4932403900005
2012,"AR","Arkansas","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Multiracial, non-Hispanic",-92.2744907429997,34.7486501240004
2014,"AK","Alaska","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Hispanic",-147.722059036,64.8450799570005
2010,"NV","Nevada","Cardiovascular Disease","Mortality from diseases of the heart","Overall",-117.071840564,39.4932403900005
2013,"NC","North Carolina","Cancer","Cancer of the colon and rectum (colorectal), mortality","Asian or Pacific Islander",-79.1592504629996,35.4662209750005
2018,"OR","Oregon","Cardiovascular Disease","Mortality from diseases of the heart","Hispanic",-120.155031326,44.5674494240005
2016,"MO","Missouri","Cardiovascular Disease","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease","Overall",-92.5663000529997,38.6357907760005
2010,"NM","New Mexico","Cancer","Cancer of the colon and rectum (colorectal), mortality","Black, non-Hispanic",-106.240580985,34.5208809520005
2011,"VA","Virginia","Cardiovascular Disease","Mortality from cerebrovascular disease (stroke)","White, non-Hispanic",-78.4578904629997,37.5426806740005
2009,"MS","Mississippi","Cancer","Invasive cancer (all sites combined), incidence","Hispanic",-89.5380308249997,32.7455100990005
2019,"PR","Puerto Rico","Asthma","Current asthma prevalence among adults aged >= 18 years","White, non-Hispanic",-66.590149,18.220833
2020,"NE","Nebraska","Arthritis","Arthritis among adults aged >= 18 years who have diabetes","Hispanic",-99.3657206229997,41.6410409880005
2011,"MS","Mississippi","Cancer","Invasive cancer of the prostate, incidence","Hispanic",-89.5380308249997,32.7455100990005
2011,"SD","South Dakota","Cancer","Cancer of the oral cavity and pharynx, mortality","Black, non-Hispanic",-100.373530637,44.3531300530005
2009,"ID","Idaho","Cancer","Invasive cancer of the cervix, incidence","Asian or Pacific Islander",-114.363730042,43.6826300050005
2011,"AL","Alabama","Cancer","Melanoma, mortality","Hispanic",-86.6318607619997,32.8405711220005
2014,"VA","Virginia","Cardiovascular Disease","Hospitalization for stroke","Hispanic",-78.4578904629997,37.5426806740005
2018,"NC","North Carolina","Asthma","Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma","Hispanic",-79.1592504629996,35.4662209750005
2013,"ND","North Dakota","Cardiovascular Disease","Mortality from heart failure","Hispanic",-100.118421049,47.4753197790005
2018,"AK","Alaska","Tobacco","Current smokeless tobacco use among adults aged >= 18 years","Other, non-Hispanic",-147.722059036,64.8450799570005
2010,"HI","Hawaii","Alcohol","Chronic liver disease mortality","Overall",-157.857749403,21.3048504350004
2012,"IA","Iowa","Chronic Kidney Disease","Prevalence of chronic kidney disease among adults aged >= 18 years","White, non-Hispanic",-93.8164905559997,42.4694009130005
2011,"IL","Illinois","Chronic Kidney Disease","Mortality with end-stage renal disease","Overall",-88.9977101779997,40.4850102830005
2020,"IN","Indiana","Chronic Obstructive Pulmonary Disease","Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis among Medicare-eligible persons aged >= 65 years","Hispanic",-86.1499601939997,39.7669104520004
2017,"NH","New Hampshire","Overarching Conditions","Self-rated health status among women aged 18-44 years","Multiracial, non-Hispanic",-71.5003609199997,43.6559501130005
2013,"OH","Ohio","Cancer","Cancer of the female cervix, mortality","Black, non-Hispanic",-82.4042600559997,40.0602101410005
2019,"MI","Michigan","Tobacco","Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years who smoke","Other, non-Hispanic",-84.7143902699997,44.6613195430005
2010,"RI","Rhode Island","Diabetes","Prevalence of gestational diabetes","Overall",-71.5224703139996,41.7082801930005
2013,"WY","Wyoming","Cardiovascular Disease","Mortality from heart failure","Hispanic",-108.109830353,43.2355413430005
2016,"CT","Connecticut","Overarching Conditions","Premature mortality among adults aged 45-64 years","Black, non-Hispanic",-72.6498409519996,41.5626610200005
2019,"KY","Kentucky","Tobacco","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years who smoke","Black, non-Hispanic",-84.7749710479997,37.6459702710005
2011,"CT","Connecticut","Cancer","Cancer of the lung and bronchus, incidence","Female",-72.6498409519996,41.5626610200005
2015,"OK","Oklahoma","Cancer","Cancer of the colon and rectum (colorectal), mortality","Black, non-Hispanic",-97.5210702139997,35.4720313560005
2018,"DC","District of Columbia","Nutrition, Physical Activity, and Weight Status","Healthy weight among adults aged >= 18 years","Multiracial, non-Hispanic",-77.036871,38.907192
2018,"AZ","Arizona","Chronic Obstructive Pulmonary Disease","Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease","White, non-Hispanic",-111.763811277,34.8659702800005
2018,"VT","Vermont","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Male",-72.5176407909996,43.6253812390005
2017,"NC","North Carolina","Chronic Obstructive Pulmonary Disease","Emergency department visit rate for chronic obstructive pulmonary disease as first-listed diagnosis","Asian or Pacific Islander",-79.1592504629996,35.4662209750005
2014,"FL","Florida","Cancer","Invasive cancer of the female breast, incidence","Female",-81.9289605389997,28.9320403770005
2013,"PR","Puerto Rico","Arthritis","Arthritis among adults aged >= 18 years","Multiracial, non-Hispanic",-66.590149,18.220833
2013,"NJ","New Jersey","Alcohol","Binge drinking prevalence among adults aged >= 18 years","Multiracial, non-Hispanic",-74.2736912879997,40.1305700480005
2019,"KS","Kansas","Tobacco","Current cigarette smoking among youth","Black, non-Hispanic",-98.2007812269997,38.3477403000005
2013,"ND","North Dakota","Chronic Obstructive Pulmonary Disease","Prevalence of chronic obstructive pulmonary disease among adults >= 18","Multiracial, non-Hispanic",-100.118421049,47.4753197790005
2013,"IN","Indiana","Nutrition, Physical Activity, and Weight Status","Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years","Black, non-Hispanic",-86.1499601939997,39.7669104520004
2020,"NJ","New Jersey","Alcohol","Chronic liver disease mortality","Asian or Pacific Islander",-74.2736912879997,40.1305700480005
2016,"OK","Oklahoma","Chronic Obstructive Pulmonary Disease","Hospitalization for chronic obstructive pulmonary disease as any diagnosis among Medicare-eligible persons aged >= 65 years","Female",-97.5210702139997,35.4720313560005
2019,"CA","California","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Asian or Pacific Islander",-120.999999538,37.6386401230005
2015,"CT","Connecticut","Asthma","Asthma mortality rate","Hispanic",-72.6498409519996,41.5626610200005
2013,"WA","Washington","Overarching Conditions","High school completion among women aged 18-44 years","Overall",-120.47001079,47.5222786290005
2020,"VT","Vermont","Chronic Obstructive Pulmonary Disease","Hospitalization for chronic obstructive pulmonary disease as any diagnosis among Medicare-eligible persons aged >= 65 years","White, non-Hispanic",-72.5176407909996,43.6253812390005
2018,"AZ","Arizona","Cardiovascular Disease","Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke","Male",-111.763811277,34.8659702800005
2014,"WV","West Virginia","Cancer","Cancer of the prostate, mortality","White, non-Hispanic",-80.7126401349997,38.6655102020005
2012,"AK","Alaska","Cardiovascular Disease","Mortality from heart failure","Female",-147.722059036,64.8450799570005
2012,"KY","Kentucky","Cancer","Cancer of the colon and rectum (colorectal), mortality","Female",-84.7749710479997,37.6459702710005
2018,"NJ","New Jersey","Chronic Obstructive Pulmonary Disease","Hospitalization for chronic obstructive pulmonary disease as any diagnosis","Asian or Pacific Islander",-74.2736912879997,40.1305700480005
2010,"WY","Wyoming","Cancer","Invasive cancer of the oral cavity or pharynx, incidence","White, non-Hispanic",-108.109830353,43.2355413430005
2018,"SC","South Carolina","Asthma","Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma","Hispanic",-81.0453712069997,33.9988213030005
2013,"DC","District of Columbia","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Black, non-Hispanic",-77.036871,38.907192
2011,"AZ","Arizona","Cancer","Cancer of the colon and rectum (colorectal), incidence","Black, non-Hispanic",-111.763811277,34.8659702800005
2013,"UT","Utah","Cancer","Invasive cancer (all sites combined), mortality","Black, non-Hispanic",-111.587130635,39.3607001710005
2015,"DC","District of Columbia","Nutrition, Physical Activity, and Weight Status","Computer use among high school students","Female",-77.036871,38.907192
2016,"GA","Georgia","Chronic Obstructive Pulmonary Disease","Hospitalization for chronic obstructive pulmonary disease as any diagnosis","Hispanic",-83.6275803459997,32.8396810930005
2021,"MS","Mississippi","Tobacco","Quit attempts in the past year among current smokers","Black, non-Hispanic",-89.5380308249997,32.7455100990005
2013,"MS","Mississippi","Cancer","Invasive melanoma, incidence","Overall",-89.5380308249997,32.7455100990005
2019,"DE","Delaware","Cardiovascular Disease","Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke","Hispanic",-75.5777411679996,39.0088306670005
2012,"VT","Vermont","Chronic Obstructive Pulmonary Disease","Hospitalization for chronic obstructive pulmonary disease as any diagnosis among Medicare-eligible persons aged >= 65 years","Black, non-Hispanic",-72.5176407909996,43.6253812390005
2016,"NY","New York","Cardiovascular Disease","Mortality from heart failure","Overall",-75.5439704269996,42.8270010320005
2014,"CT","Connecticut","Chronic Obstructive Pulmonary Disease","Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease","Black, non-Hispanic",-72.6498409519996,41.5626610200005
2017,"GA","Georgia","Diabetes","Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","White, non-Hispanic",-83.6275803459997,32.8396810930005
2021,"ND","North Dakota","Alcohol","Heavy drinking among adults aged >= 18 years","Female",-100.118421049,47.4753197790005
2014,"CO","Colorado","Asthma","Hospitalizations for asthma","Asian or Pacific Islander",-106.133610921,38.8438407570005
2012,"OR","Oregon","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Hispanic",-120.155031326,44.5674494240005
2012,"NH","New Hampshire","Nutrition, Physical Activity, and Weight Status","Healthy weight among adults aged >= 18 years","Overall",-71.5003609199997,43.6559501130005
2010,"MD","Maryland","Asthma","Asthma mortality rate","White, non-Hispanic",-76.6092601109996,39.2905809640005
2017,"OH","Ohio","Cardiovascular Disease","Cholesterol screening among adults aged >= 18 years","Male",-82.4042600559997,40.0602101410005
2020,"CT","Connecticut","Cardiovascular Disease","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease","Female",-72.6498409519996,41.5626610200005
2018,"GU","Guam","Asthma","Current asthma prevalence among adults aged >= 18 years","Female",144.793731,13.444304
2013,"PA","Pennsylvania","Alcohol","Chronic liver disease mortality","Female",-77.8607002939996,40.7937301520005
2015,"CA","California","Cancer","Cancer of the prostate, mortality","Female",-120.999999538,37.6386401230005
2018,"KY","Kentucky","Asthma","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma","Female",-84.7749710479997,37.6459702710005
2017,"NJ","New Jersey","Diabetes","Mortality due to diabetes reported as any listed cause of death","Black, non-Hispanic",-74.2736912879997,40.1305700480005
2013,"AK","Alaska","Arthritis","Activity limitation due to arthritis among adults aged >= 18 years who have doctor-diagnosed arthritis","Black, non-Hispanic",-147.722059036,64.8450799570005
2020,"MD","Maryland","Diabetes","Mortality due to diabetes reported as any listed cause of death","Male",-76.6092601109996,39.2905809640005
2017,"GA","Georgia","Nutrition, Physical Activity, and Weight Status","Obesity among adults aged >= 18 years","Female",-83.6275803459997,32.8396810930005
2012,"TN","Tennessee","Cancer","Cancer of the oral cavity and pharynx, mortality","American Indian or Alaska Native",-85.7744909139997,35.6809405800005
2014,"MT","Montana","Arthritis","Arthritis among adults aged >= 18 years who have diabetes","Overall",-109.424420645,47.0665289720005
2010,"OH","Ohio","Chronic Obstructive Pulmonary Disease","Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis among Medicare-eligible persons aged >= 65 years","Black, non-Hispanic",-82.4042600559997,40.0602101410005
2011,"IL","Illinois","Alcohol","Heavy drinking among adults aged >= 18 years","Other, non-Hispanic",-88.9977101779997,40.4850102830005
2014,"ME","Maine","Immunization","Influenza vaccination among noninstitutionalized adults aged >= 18 years","White, non-Hispanic",-68.9850313359996,45.2542288940005
2008,"OH","Ohio","Cancer","Invasive cancer (all sites combined), incidence","Hispanic",-82.4042600559997,40.0602101410005
2008,"MT","Montana","Cancer","Cancer of the prostate, mortality","Hispanic",-109.424420645,47.0665289720005
2017,"MD","Maryland","Tobacco","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years who smoke","Male",-76.6092601109996,39.2905809640005
2012,"CA","California","Cardiovascular Disease","Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke","Black, non-Hispanic",-120.999999538,37.6386401230005
2014,"MD","Maryland","Cancer","Cancer of the female breast, mortality","Overall",-76.6092601109996,39.2905809640005
2011,"WA","Washington","Cancer","Cancer of the lung and bronchus, incidence","Asian or Pacific Islander",-120.47001079,47.5222786290005
2012,"OK","Oklahoma","Cardiovascular Disease","Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke","Other, non-Hispanic",-97.5210702139997,35.4720313560005
2016,"TN","Tennessee","Cardiovascular Disease","Hospitalization for heart failure among Medicare-eligible persons aged >= 65 years","Male",-85.7744909139997,35.6809405800005
2016,"NH","New Hampshire","Chronic Obstructive Pulmonary Disease","Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease","Overall",-71.5003609199997,43.6559501130005
2012,"DE","Delaware","Cardiovascular Disease","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease","Hispanic",-75.5777411679996,39.0088306670005
2020,"MD","Maryland","Alcohol","Per capita alcohol consumption among persons aged >= 14 years","Overall",-76.6092601109996,39.2905809640005
2019,"CO","Colorado","Asthma","Asthma mortality rate","American Indian or Alaska Native",-106.133610921,38.8438407570005
2014,"UT","Utah","Diabetes","Amputation of a lower extremity attributable to diabetes","White, non-Hispanic",-111.587130635,39.3607001710005
2014,"KS","Kansas","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Black, non-Hispanic",-98.2007812269997,38.3477403000005
2014,"AL","Alabama","Nutrition, Physical Activity, and Weight Status","Overweight or obesity among adults aged >= 18 years","Female",-86.6318607619997,32.8405711220005
2017,"ID","Idaho","Older Adults","Prevalence of 2 or more chronic conditions among Medicare-enrolled persons aged >= 65 years","American Indian or Alaska Native",-114.363730042,43.6826300050005
2018,"MO","Missouri","Arthritis","Arthritis among adults aged >= 18 years who have diabetes","White, non-Hispanic",-92.5663000529997,38.6357907760005
2020,"NE","Nebraska","Nutrition, Physical Activity, and Weight Status","Obesity among adults aged >= 18 years","Hispanic",-99.3657206229997,41.6410409880005
2016,"NM","New Mexico","Disability","Disability among adults aged >= 65 years","Male",-106.240580985,34.5208809520005
2011,"CT","Connecticut","Chronic Kidney Disease","Prevalence of chronic kidney disease among adults aged >= 18 years","Hispanic",-72.6498409519996,41.5626610200005
2014,"CT","Connecticut","Asthma","Hospitalizations for asthma","Overall",-72.6498409519996,41.5626610200005
2015,"IN","Indiana","Alcohol","Heavy drinking among adults aged >= 18 years","Overall",-86.1499601939997,39.7669104520004
2011,"MS","Mississippi","Asthma","Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma","White, non-Hispanic",-89.5380308249997,32.7455100990005
2020,"LA","Louisiana","Nutrition, Physical Activity, and Weight Status","Overweight or obesity among adults aged >= 18 years","Female",-92.4456800709997,31.3126606440005
2014,"WI","Wisconsin","Older Adults","Prevalence of 2 or more chronic conditions among Medicare-enrolled persons aged >= 65 years","Black, non-Hispanic",-89.8163707419997,44.3931911740005
2014,"IA","Iowa","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Black, non-Hispanic",-93.8164905559997,42.4694009130005
2014,"MS","Mississippi","Alcohol","Binge drinking prevalence among adults aged >= 18 years","Hispanic",-89.5380308249997,32.7455100990005
2017,"ND","North Dakota","Nutrition, Physical Activity, and Weight Status","Obesity among high school students","Hispanic",-100.118421049,47.4753197790005
2019,"CO","Colorado","Immunization","Influenza vaccination among noninstitutionalized adults aged >= 18 years","Black, non-Hispanic",-106.133610921,38.8438407570005
2008,"OR","Oregon","Cancer","Cancer of the colon and rectum (colorectal), incidence","Asian or Pacific Islander",-120.155031326,44.5674494240005
2014,"IL","Illinois","Cancer","Cancer of the lung and bronchus, incidence","Hispanic",-88.9977101779997,40.4850102830005
2011,"RI","Rhode Island","Chronic Obstructive Pulmonary Disease","Hospitalization for chronic obstructive pulmonary disease as any diagnosis among Medicare-eligible persons aged >= 65 years","Female",-71.5224703139996,41.7082801930005
2016,"HI","Hawaii","Nutrition, Physical Activity, and Weight Status","Overweight or obesity among adults aged >= 18 years","Multiracial, non-Hispanic",-157.857749403,21.3048504350004
2013,"PA","Pennsylvania","Nutrition, Physical Activity, and Weight Status","Median daily frequency of fruit consumption among adults aged >= 18 years","Male",-77.8607002939996,40.7937301520005
2016,"CA","California","Tobacco","Current smokeless tobacco use among adults aged >= 18 years","White, non-Hispanic",-120.999999538,37.6386401230005
2015,"ID","Idaho","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","White, non-Hispanic",-114.363730042,43.6826300050005
2013,"NC","North Carolina","Chronic Kidney Disease","Prevalence of chronic kidney disease among adults aged >= 18 years","Black, non-Hispanic",-79.1592504629996,35.4662209750005
2012,"WV","West Virginia","Chronic Kidney Disease","Incidence of treated end-stage renal disease attributed to diabetes","Overall",-80.7126401349997,38.6655102020005
2020,"NM","New Mexico","Arthritis","Arthritis among adults aged >= 18 years who have diabetes","Black, non-Hispanic",-106.240580985,34.5208809520005
2020,"DE","Delaware","Asthma","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma","Multiracial, non-Hispanic",-75.5777411679996,39.0088306670005
2012,"WI","Wisconsin","Diabetes","Mortality due to diabetes reported as any listed cause of death","American Indian or Alaska Native",-89.8163707419997,44.3931911740005
2012,"NJ","New Jersey","Cancer","Invasive cancer of the cervix, incidence","American Indian or Alaska Native",-74.2736912879997,40.1305700480005
2015,"SC","South Carolina","Arthritis","Arthritis among adults aged >= 18 years","Hispanic",-81.0453712069997,33.9988213030005
2015,"CO","Colorado","Chronic Obstructive Pulmonary Disease","Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease","White, non-Hispanic",-106.133610921,38.8438407570005
2017,"MA","Massachusetts","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Other, non-Hispanic",-72.0826906749996,42.2768704700005
2019,"IL","Illinois","Overarching Conditions","Premature mortality among adults aged 45-64 years","Male",-88.9977101779997,40.4850102830005
2015,"GA","Georgia","Chronic Obstructive Pulmonary Disease","Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years","Black, non-Hispanic",-83.6275803459997,32.8396810930005
2014,"IN","Indiana","Chronic Obstructive Pulmonary Disease","Hospitalization for chronic obstructive pulmonary disease as any diagnosis","Female",-86.1499601939997,39.7669104520004
2020,"ME","Maine","Tobacco","Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years who smoke","White, non-Hispanic",-68.9850313359996,45.2542288940005
2011,"OK","Oklahoma","Asthma","Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma","Black, non-Hispanic",-97.5210702139997,35.4720313560005
2014,"CT","Connecticut","Asthma","Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma","Male",-72.6498409519996,41.5626610200005
2020,"NH","New Hampshire","Oral Health","Six or more teeth lost among adults aged >= 65 years","Multiracial, non-Hispanic",-71.5003609199997,43.6559501130005
2008,"WA","Washington","Cancer","Cancer of the female breast, mortality","Hispanic",-120.47001079,47.5222786290005
2015,"RI","Rhode Island","Alcohol","Heavy drinking among women aged 18-44 years","Overall",-71.5224703139996,41.7082801930005
2015,"WA","Washington","Chronic Obstructive Pulmonary Disease","Emergency department visit rate for chronic obstructive pulmonary disease as first-listed diagnosis","Asian or Pacific Islander",-120.47001079,47.5222786290005
2012,"SC","South Carolina","Overarching Conditions","Gini Index of income inequality","Overall",-81.0453712069997,33.9988213030005
2011,"RI","Rhode Island","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Asian or Pacific Islander",-71.5224703139996,41.7082801930005
2018,"PA","Pennsylvania","Asthma","Current asthma prevalence among adults aged >= 18 years","Male",-77.8607002939996,40.7937301520005
2008,"NY","New York","Cancer","Invasive cancer of the cervix, incidence","Hispanic",-75.5439704269996,42.8270010320005
2017,"VT","Vermont","Tobacco","Current cigarette smoking among youth","Male",-72.5176407909996,43.6253812390005
2014,"IL","Illinois","Cardiovascular Disease","Mortality from heart failure","Hispanic",-88.9977101779997,40.4850102830005
2019,"ND","North Dakota","Arthritis","Arthritis among adults aged >= 18 years who have heart disease","Male",-100.118421049,47.4753197790005
2019,"OR","Oregon","Chronic Obstructive Pulmonary Disease","Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease","Hispanic",-120.155031326,44.5674494240005
2014,"CT","Connecticut","Chronic Obstructive Pulmonary Disease","Prevalence of chronic obstructive pulmonary disease among adults >= 18","Overall",-72.6498409519996,41.5626610200005
2014,"ME","Maine","Diabetes","Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","White, non-Hispanic",-68.9850313359996,45.2542288940005
2015,"WY","Wyoming","Nutrition, Physical Activity, and Weight Status","Meeting aerobic physical activity guidelines among high school students","Overall",-108.109830353,43.2355413430005
2018,"MI","Michigan","Cardiovascular Disease","Hospitalization for acute myocardial infarction","Hispanic",-84.7143902699997,44.6613195430005
2020,"DC","District of Columbia","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years","Multiracial, non-Hispanic",-77.036871,38.907192
2018,"IL","Illinois","Cardiovascular Disease","Hospitalization for stroke","Black, non-Hispanic",-88.9977101779997,40.4850102830005
2014,"MA","Massachusetts","Cancer","Papanicolaou smear use among adult women aged 21-65 years","Multiracial, non-Hispanic",-72.0826906749996,42.2768704700005
2014,"VA","Virginia","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","American Indian or Alaska Native",-78.4578904629997,37.5426806740005
2016,"ND","North Dakota","Cardiovascular Disease","Mortality from coronary heart disease","Asian or Pacific Islander",-100.118421049,47.4753197790005
2019,"KS","Kansas","Oral Health","Preventive dental visits among children and adolescents aged 1-17 years","Female",-98.2007812269997,38.3477403000005
2014,"RI","Rhode Island","Nutrition, Physical Activity, and Weight Status","Overweight or obesity among women aged 18-44 years","Black, non-Hispanic",-71.5224703139996,41.7082801930005
2016,"NH","New Hampshire","Nutrition, Physical Activity, and Weight Status","No leisure-time physical activity among adults aged >= 18 years","Hispanic",-71.5003609199997,43.6559501130005
2019,"CO","Colorado","Tobacco","Current cigarette smoking among women aged 18-44 years","Other, non-Hispanic",-106.133610921,38.8438407570005
2014,"MO","Missouri","Cardiovascular Disease","Mortality from cerebrovascular disease (stroke)","Hispanic",-92.5663000529997,38.6357907760005
2019,"NE","Nebraska","Chronic Obstructive Pulmonary Disease","Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years","Female",-99.3657206229997,41.6410409880005
2017,"NE","Nebraska","Chronic Obstructive Pulmonary Disease","Influenza vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease","Other, non-Hispanic",-99.3657206229997,41.6410409880005
2018,"PA","Pennsylvania","Chronic Obstructive Pulmonary Disease","Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease","Black, non-Hispanic",-77.8607002939996,40.7937301520005
2015,"IN","Indiana","Overarching Conditions","Premature mortality among adults aged 45-64 years","Female",-86.1499601939997,39.7669104520004
2014,"SD","South Dakota","Cancer","Cancer of the oral cavity and pharynx, mortality","Overall",-100.373530637,44.3531300530005
2015,"MT","Montana","Alcohol","Heavy drinking among adults aged >= 18 years","Overall",-109.424420645,47.0665289720005
2010,"IN","Indiana","Cancer","Cancer of the colon and rectum (colorectal), incidence","Asian or Pacific Islander",-86.1499601939997,39.7669104520004
2019,"KS","Kansas","Arthritis","Work limitation due to arthritis among adults aged 18-64 years who have doctor-diagnosed arthritis","Hispanic",-98.2007812269997,38.3477403000005
2017,"MN","Minnesota","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years","Black, non-Hispanic",-94.7942005029997,46.3556487360005
2020,"ND","North Dakota","Asthma","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma","Female",-100.118421049,47.4753197790005
2011,"WV","West Virginia","Chronic Obstructive Pulmonary Disease","Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years","Hispanic",-80.7126401349997,38.6655102020005
2016,"MS","Mississippi","Chronic Obstructive Pulmonary Disease","Emergency department visit rate for chronic obstructive pulmonary disease as any diagnosis","Overall",-89.5380308249997,32.7455100990005
2015,"MA","Massachusetts","Overarching Conditions","Premature mortality among adults aged 45-64 years","Asian or Pacific Islander",-72.0826906749996,42.2768704700005
2014,"AR","Arkansas","Cardiovascular Disease","Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease","White, non-Hispanic",-92.2744907429997,34.7486501240004
2016,"MO","Missouri","Diabetes","Mortality due to diabetes reported as any listed cause of death","Overall",-92.5663000529997,38.6357907760005
2019,"GA","Georgia","Cardiovascular Disease","Mortality from coronary heart disease","Overall",-83.6275803459997,32.8396810930005
2018,"MA","Massachusetts","Asthma","Emergency department visit rate for asthma","Female",-72.0826906749996,42.2768704700005
2012,"NY","New York","Cancer","Invasive cancer of the prostate, incidence","Asian or Pacific Islander",-75.5439704269996,42.8270010320005
2019,"OH","Ohio","Nutrition, Physical Activity, and Weight Status","Obesity among adults aged >= 18 years","Male",-82.4042600559997,40.0602101410005
2008,"SC","South Carolina","Cancer","Invasive melanoma, incidence","Male",-81.0453712069997,33.9988213030005
2015,"ME","Maine","Asthma","Asthma mortality rate","White, non-Hispanic",-68.9850313359996,45.2542288940005
2016,"ME","Maine","Overarching Conditions","Self-rated health status among women aged 18-44 years","Multiracial, non-Hispanic",-68.9850313359996,45.2542288940005
2008,"NM","New Mexico","Cancer","Cancer of the oral cavity and pharynx, mortality","American Indian or Alaska Native",-106.240580985,34.5208809520005
2021,"AK","Alaska","Arthritis","Physical inactivity among adults aged >= 18 years with arthritis","Black, non-Hispanic",-147.722059036,64.8450799570005
2017,"NV","Nevada","Cardiovascular Disease","Mortality from total cardiovascular diseases","Asian or Pacific Islander",-117.071840564,39.4932403900005
2015,"ME","Maine","Nutrition, Physical Activity, and Weight Status","Obesity among adults aged >= 18 years","Hispanic",-68.9850313359996,45.2542288940005
2014,"NC","North Carolina","Diabetes","Amputation of a lower extremity attributable to diabetes","Female",-79.1592504629996,35.4662209750005
